2017-12-12 11:12:28.851401: softmax classifer
2017-12-12 11:12:28.851475: Learning rates LR: 10.000000 
2017-12-12 11:13:52.432173: Iter: 2000 [0], loss: 1228366.625000, acc: 0.00%, avg_loss: 1577662.949166, avg_acc: 23.50%
2017-12-12 11:33:01.310036: Iter: 28000 [0], loss: 6594485.000000, acc: 0.00%, avg_loss: 1111117.212031, avg_acc: 48.05%
2017-12-12 11:34:53.439872: Iter: 30000 [0], loss: 1242011.250000, acc: 0.00%, avg_loss: 1099539.144523, avg_acc: 48.79%
2017-12-12 11:36:15.821577: Iter: 32000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 1086860.813963, avg_acc: 49.39%
2017-12-12 11:37:36.133417: Iter: 34000 [0], loss: 3510066.000000, acc: 0.00%, avg_loss: 1083752.303242, avg_acc: 49.85%
2017-12-12 11:39:23.249190: Iter: 36000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 1070725.583114, avg_acc: 50.44%
2017-12-12 11:40:51.121309: Iter: 38000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 1065003.967506, avg_acc: 50.85%
2017-12-12 11:42:11.522250: Iter: 40000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 1057817.434086, avg_acc: 51.24%
2017-12-12 11:43:45.279841: Iter: 42000 [0], loss: 2458892.000000, acc: 0.00%, avg_loss: 1052287.385765, avg_acc: 51.60%
2017-12-12 11:45:10.473836: Iter: 44000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 1046359.064826, avg_acc: 51.97%
2017-12-12 11:46:54.567122: Iter: 46000 [0], loss: 770448.250000, acc: 0.00%, avg_loss: 1039990.046935, avg_acc: 52.32%
2017-12-12 11:48:55.648568: Iter: 48000 [0], loss: 1816118.500000, acc: 0.00%, avg_loss: 1036176.112486, avg_acc: 52.55%
2017-12-12 11:50:24.415554: Iter: 50000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 1033479.588828, avg_acc: 52.87%
2017-12-12 11:52:10.044016: Iter: 52000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 1028864.662290, avg_acc: 53.12%
2017-12-12 11:53:31.699282: Iter: 54000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 1028596.635756, avg_acc: 53.31%
2017-12-12 11:53:31.700364: 
Epoch 0: avg_Loss: 1028615.684194757254, avg_Acc: 53.315802144484
2017-12-12 11:53:31.700481: Learning rates changed LR: 1.000000 
2017-12-12 11:54:57.197506: Iter: 56000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 415713.636937, avg_acc: 74.30%
2017-12-12 11:56:29.232336: Iter: 58000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 382733.180438, avg_acc: 74.90%
2017-12-12 11:58:23.469890: Iter: 60000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 373190.953969, avg_acc: 75.02%
2017-12-12 12:00:18.478785: Iter: 62000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 370498.329523, avg_acc: 75.00%
2017-12-12 12:01:49.630743: Iter: 64000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 360408.861213, avg_acc: 75.15%
2017-12-12 12:03:36.523965: Iter: 66000 [1], loss: 874656.250000, acc: 0.00%, avg_loss: 357043.782854, avg_acc: 75.13%
2017-12-12 12:05:35.181936: Iter: 68000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 358456.836513, avg_acc: 74.86%
2017-12-12 12:06:57.972320: Iter: 70000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 357123.175637, avg_acc: 74.83%
2017-12-12 12:08:20.378076: Iter: 72000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 352897.007003, avg_acc: 74.96%
2017-12-12 12:10:08.747366: Iter: 74000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 348947.156056, avg_acc: 75.16%
2017-12-12 12:12:03.798249: Iter: 76000 [1], loss: 411316.250000, acc: 0.00%, avg_loss: 345455.166210, avg_acc: 75.34%
2017-12-12 12:13:49.501650: Iter: 78000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 344205.553539, avg_acc: 75.40%
2017-12-12 12:15:24.242320: Iter: 80000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 341532.015817, avg_acc: 75.50%
2017-12-12 12:17:08.569640: Iter: 82000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 339283.364049, avg_acc: 75.65%
2017-12-12 12:18:33.694180: Iter: 84000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 337464.715318, avg_acc: 75.65%
2017-12-12 12:20:13.056728: Iter: 86000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 336580.371368, avg_acc: 75.68%
2017-12-12 12:21:35.392091: Iter: 88000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 335037.278402, avg_acc: 75.63%
2017-12-12 12:22:57.901753: Iter: 90000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 333812.393009, avg_acc: 75.70%
2017-12-12 12:24:25.579843: Iter: 92000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 332586.201898, avg_acc: 75.73%
2017-12-12 12:26:07.261327: Iter: 94000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 332695.320159, avg_acc: 75.70%
2017-12-12 12:27:46.971513: Iter: 96000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 331852.188138, avg_acc: 75.72%
2017-12-12 12:29:10.094071: Iter: 98000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 331160.944621, avg_acc: 75.69%
2017-12-12 12:30:48.335454: Iter: 100000 [1], loss: 1203037.375000, acc: 0.00%, avg_loss: 331211.363798, avg_acc: 75.64%
2017-12-12 12:32:52.345337: Iter: 102000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 331024.062276, avg_acc: 75.62%
2017-12-12 12:34:31.937497: Iter: 104000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 330738.883969, avg_acc: 75.60%
2017-12-12 12:36:30.587953: Iter: 106000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 329774.514285, avg_acc: 75.66%
2017-12-12 12:37:58.757252: Iter: 108000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 328830.984735, avg_acc: 75.68%
2017-12-12 12:37:58.758036: 
Epoch 1: avg_Loss: 328837.074310403899, avg_Acc: 75.677327357914
2017-12-12 12:37:58.758150: Learning rates changed LR: 0.800000 
2017-12-12 12:39:37.426167: Iter: 110000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 286413.430125, avg_acc: 77.65%
2017-12-12 12:40:57.359175: Iter: 112000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 289507.440828, avg_acc: 77.03%
2017-12-12 12:42:21.389317: Iter: 114000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 287755.470365, avg_acc: 77.00%
2017-12-12 12:44:12.993067: Iter: 116000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 290344.606570, avg_acc: 76.72%
2017-12-12 12:45:52.055624: Iter: 118000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 290176.780175, avg_acc: 76.89%
2017-12-12 12:47:37.692268: Iter: 120000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 291456.368875, avg_acc: 76.69%
2017-12-12 12:49:22.050771: Iter: 122000 [2], loss: 38942.500000, acc: 0.00%, avg_loss: 289364.037754, avg_acc: 76.51%
2017-12-12 12:50:46.277407: Iter: 124000 [2], loss: 1366574.125000, acc: 0.00%, avg_loss: 288704.814688, avg_acc: 76.52%
2017-12-12 12:52:06.610451: Iter: 126000 [2], loss: 3480186.000000, acc: 0.00%, avg_loss: 288079.182580, avg_acc: 76.47%
2017-12-12 12:53:59.291881: Iter: 128000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 287868.252375, avg_acc: 76.55%
2017-12-12 12:55:52.608363: Iter: 130000 [2], loss: 822292.750000, acc: 0.00%, avg_loss: 288089.351571, avg_acc: 76.56%
2017-12-12 12:57:30.446936: Iter: 132000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 287366.594594, avg_acc: 76.55%
2017-12-12 12:59:12.445377: Iter: 134000 [2], loss: 442876.250000, acc: 0.00%, avg_loss: 285944.148553, avg_acc: 76.61%
2017-12-12 13:00:48.974031: Iter: 136000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 285300.603540, avg_acc: 76.62%
2017-12-12 13:02:32.278879: Iter: 138000 [2], loss: 5735649.000000, acc: 0.00%, avg_loss: 284080.585605, avg_acc: 76.54%
2017-12-12 13:04:33.196045: Iter: 140000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 284280.775833, avg_acc: 76.47%
2017-12-12 13:06:29.437294: Iter: 142000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 285068.332718, avg_acc: 76.43%
2017-12-12 13:07:49.035229: Iter: 144000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 283172.811114, avg_acc: 76.49%
2017-12-12 13:09:17.521498: Iter: 146000 [2], loss: 479061.500000, acc: 0.00%, avg_loss: 282091.443991, avg_acc: 76.58%
2017-12-12 13:11:06.045879: Iter: 148000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 283586.950740, avg_acc: 76.52%
2017-12-12 13:13:07.266424: Iter: 150000 [2], loss: 1421509.500000, acc: 0.00%, avg_loss: 283135.200897, avg_acc: 76.52%
2017-12-12 13:14:29.249531: Iter: 152000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 283383.699354, avg_acc: 76.46%
2017-12-12 13:16:27.854884: Iter: 154000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 282559.571566, avg_acc: 76.47%
2017-12-12 13:17:55.436805: Iter: 156000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 281559.307807, avg_acc: 76.52%
2017-12-12 13:19:19.646929: Iter: 158000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 280725.993147, avg_acc: 76.49%
2017-12-12 13:21:00.823932: Iter: 160000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 279806.159658, avg_acc: 76.49%
2017-12-12 13:22:20.224598: Iter: 162000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 279437.989606, avg_acc: 76.51%
2017-12-12 13:22:20.225186: 
Epoch 2: avg_Loss: 279443.164479319064, avg_Acc: 76.508824237486
2017-12-12 13:22:20.225247: Learning rates changed LR: 0.100000 
2017-12-12 13:23:58.441817: Iter: 164000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 238749.261328, avg_acc: 77.70%
2017-12-12 13:25:44.698682: Iter: 166000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 235372.933727, avg_acc: 78.05%
2017-12-12 13:27:03.980005: Iter: 168000 [3], loss: 221106.500000, acc: 0.00%, avg_loss: 235390.487422, avg_acc: 78.28%
2017-12-12 13:28:23.006621: Iter: 170000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 237351.510504, avg_acc: 78.15%
2017-12-12 13:30:03.820238: Iter: 172000 [3], loss: 525603.500000, acc: 0.00%, avg_loss: 239471.098116, avg_acc: 77.61%
2017-12-12 13:32:04.851631: Iter: 174000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 242457.117753, avg_acc: 77.52%
2017-12-12 13:33:37.834695: Iter: 176000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 241560.667855, avg_acc: 77.68%
2017-12-12 13:35:11.165473: Iter: 178000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 239686.377693, avg_acc: 77.80%
2017-12-12 13:36:35.020124: Iter: 180000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 240227.537700, avg_acc: 77.75%
2017-12-12 13:37:58.248093: Iter: 182000 [3], loss: 2254311.250000, acc: 0.00%, avg_loss: 243475.977452, avg_acc: 77.64%
2017-12-12 13:39:22.221020: Iter: 184000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 241826.932945, avg_acc: 77.75%
2017-12-12 13:40:45.779076: Iter: 186000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 244018.430105, avg_acc: 77.71%
2017-12-12 13:42:18.775200: Iter: 188000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 243892.965958, avg_acc: 77.70%
2017-12-12 13:43:42.694000: Iter: 190000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 245336.867211, avg_acc: 77.67%
2017-12-12 13:45:08.695043: Iter: 192000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 243511.223855, avg_acc: 77.75%
2017-12-12 13:46:33.197716: Iter: 194000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 243133.722803, avg_acc: 77.78%
2017-12-12 13:47:59.989170: Iter: 196000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 241433.708603, avg_acc: 77.91%
2017-12-12 13:49:34.397602: Iter: 198000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 240630.953248, avg_acc: 77.93%
2017-12-12 13:51:24.823667: Iter: 200000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 240756.529824, avg_acc: 77.97%
2017-12-12 13:52:50.567454: Iter: 202000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 240147.304553, avg_acc: 77.95%
2017-12-12 13:54:14.106450: Iter: 204000 [3], loss: 2526659.500000, acc: 0.00%, avg_loss: 240907.841359, avg_acc: 77.91%
2017-12-12 13:55:39.140376: Iter: 206000 [3], loss: 626833.750000, acc: 0.00%, avg_loss: 241229.324427, avg_acc: 77.87%
2017-12-12 13:57:01.352171: Iter: 208000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 240328.152975, avg_acc: 77.95%
2017-12-12 13:58:24.360911: Iter: 210000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 240998.390456, avg_acc: 77.91%
2017-12-12 14:00:18.301527: Iter: 212000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 240035.321988, avg_acc: 78.00%
2017-12-12 14:01:39.501902: Iter: 214000 [3], loss: 410901.750000, acc: 0.00%, avg_loss: 239508.273364, avg_acc: 78.00%
2017-12-12 14:02:59.941306: Iter: 216000 [3], loss: 0.000000, acc: 1.00%, avg_loss: 239008.631601, avg_acc: 78.03%
2017-12-12 14:02:59.941998: 
Epoch 3: avg_Loss: 239013.057769009611, avg_Acc: 78.034778421823
2017-12-12 14:02:59.942125: Learning rates changed LR: 0.010000 
2017-12-12 14:04:20.681142: Iter: 218000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 253232.836281, avg_acc: 77.50%
2017-12-12 14:05:53.952969: Iter: 220000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 237240.718406, avg_acc: 78.00%
2017-12-12 14:07:13.742151: Iter: 222000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 239093.449615, avg_acc: 78.13%
2017-12-12 14:08:33.586821: Iter: 224000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 231734.333535, avg_acc: 78.42%
2017-12-12 14:09:53.413263: Iter: 226000 [4], loss: 983406.875000, acc: 0.00%, avg_loss: 233642.336366, avg_acc: 78.53%
2017-12-12 14:11:13.190181: Iter: 228000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 234347.518664, avg_acc: 78.53%
2017-12-12 14:12:32.918522: Iter: 230000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 233978.710592, avg_acc: 78.56%
2017-12-12 14:13:52.707233: Iter: 232000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 232983.079527, avg_acc: 78.74%
2017-12-12 14:15:12.501004: Iter: 234000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 233411.522687, avg_acc: 78.57%
2017-12-12 14:17:08.634878: Iter: 236000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 234601.024217, avg_acc: 78.51%
2017-12-12 14:19:09.856406: Iter: 238000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 235232.712947, avg_acc: 78.46%
2017-12-12 14:20:43.988379: Iter: 240000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 237005.564517, avg_acc: 78.40%
2017-12-12 14:22:33.350294: Iter: 242000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 235032.683546, avg_acc: 78.41%
2017-12-12 14:23:51.958723: Iter: 244000 [4], loss: 808568.125000, acc: 0.00%, avg_loss: 233442.032743, avg_acc: 78.42%
2017-12-12 14:25:10.411875: Iter: 246000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 234186.251041, avg_acc: 78.37%
2017-12-12 14:26:28.919811: Iter: 248000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 233650.377474, avg_acc: 78.37%
2017-12-12 14:27:48.420652: Iter: 250000 [4], loss: 819806.500000, acc: 0.00%, avg_loss: 232578.770066, avg_acc: 78.42%
2017-12-12 14:29:27.809298: Iter: 252000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 233589.545839, avg_acc: 78.42%
2017-12-12 14:30:47.239201: Iter: 254000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 233738.649893, avg_acc: 78.39%
2017-12-12 14:32:34.368605: Iter: 256000 [4], loss: 1306258.375000, acc: 0.00%, avg_loss: 233335.949797, avg_acc: 78.39%
2017-12-12 14:34:24.614943: Iter: 258000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 233517.899543, avg_acc: 78.34%
2017-12-12 14:36:21.306104: Iter: 260000 [4], loss: 1677346.750000, acc: 0.00%, avg_loss: 234079.968304, avg_acc: 78.29%
2017-12-12 14:37:50.698498: Iter: 262000 [4], loss: 2747306.750000, acc: 0.00%, avg_loss: 233247.354201, avg_acc: 78.31%
2017-12-12 14:39:09.490924: Iter: 264000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 233624.240958, avg_acc: 78.28%
2017-12-12 14:40:38.193966: Iter: 266000 [4], loss: 302439.875000, acc: 0.00%, avg_loss: 233687.041591, avg_acc: 78.25%
2017-12-12 14:42:30.310094: Iter: 268000 [4], loss: 3060.750000, acc: 0.00%, avg_loss: 234333.407900, avg_acc: 78.17%
2017-12-12 14:43:52.916130: Iter: 270000 [4], loss: 0.000000, acc: 1.00%, avg_loss: 234017.944326, avg_acc: 78.15%
2017-12-12 14:43:52.917976: 
Epoch 4: avg_Loss: 234022.278072279121, avg_Acc: 78.149595362877
2017-12-12 14:43:52.918060: Learning rates changed LR: 0.001000 
2017-12-12 14:45:15.712011: Iter: 272000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 234685.826031, avg_acc: 79.25%
2017-12-12 14:46:36.941139: Iter: 274000 [5], loss: 763359.437500, acc: 0.00%, avg_loss: 246729.813406, avg_acc: 78.08%
2017-12-12 14:47:58.655387: Iter: 276000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 246461.761927, avg_acc: 77.87%
2017-12-12 14:49:19.828818: Iter: 278000 [5], loss: 293527.500000, acc: 0.00%, avg_loss: 236800.043113, avg_acc: 78.22%
2017-12-12 14:50:41.437711: Iter: 280000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 235972.407384, avg_acc: 78.31%
2017-12-12 14:52:03.797037: Iter: 282000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 236583.395643, avg_acc: 78.23%
2017-12-12 14:53:26.588852: Iter: 284000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 234733.273301, avg_acc: 78.26%
2017-12-12 14:54:53.865075: Iter: 286000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 231962.619592, avg_acc: 78.36%
2017-12-12 14:56:16.560132: Iter: 288000 [5], loss: 649980.250000, acc: 0.00%, avg_loss: 232660.234387, avg_acc: 78.17%
2017-12-12 14:57:40.688162: Iter: 290000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 231877.253775, avg_acc: 78.25%
2017-12-12 14:59:05.564262: Iter: 292000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 235069.384697, avg_acc: 78.15%
2017-12-12 15:00:27.936575: Iter: 294000 [5], loss: 240394.000000, acc: 0.00%, avg_loss: 234205.463889, avg_acc: 78.06%
2017-12-12 15:02:07.437743: Iter: 296000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 234817.853945, avg_acc: 77.98%
2017-12-12 15:03:28.497471: Iter: 298000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 235253.736708, avg_acc: 77.99%
2017-12-12 15:04:50.036571: Iter: 300000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 235220.215137, avg_acc: 78.04%
2017-12-12 15:06:18.647981: Iter: 302000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 234690.539561, avg_acc: 78.03%
2017-12-12 15:07:37.770212: Iter: 304000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 232728.193007, avg_acc: 78.16%
2017-12-12 15:09:00.532293: Iter: 306000 [5], loss: 1073214.375000, acc: 0.00%, avg_loss: 232556.268974, avg_acc: 78.18%
2017-12-12 15:10:21.624931: Iter: 308000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 233444.862240, avg_acc: 78.12%
2017-12-12 15:11:44.094671: Iter: 310000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 233287.411970, avg_acc: 78.12%
2017-12-12 15:13:08.006808: Iter: 312000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 234403.525417, avg_acc: 78.11%
2017-12-12 15:14:32.472065: Iter: 314000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 234134.431470, avg_acc: 78.11%
2017-12-12 15:15:56.671748: Iter: 316000 [5], loss: 4253616.500000, acc: 0.00%, avg_loss: 234295.349555, avg_acc: 78.13%
2017-12-12 15:17:21.626726: Iter: 318000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 233507.297809, avg_acc: 78.14%
2017-12-12 15:18:51.609615: Iter: 320000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 233375.567714, avg_acc: 78.13%
2017-12-12 15:20:42.934237: Iter: 322000 [5], loss: 0.000000, acc: 1.00%, avg_loss: 233477.809462, avg_acc: 78.15%
2017-12-12 15:22:02.876069: Iter: 324000 [5], loss: 34415.625000, acc: 0.00%, avg_loss: 233321.554355, avg_acc: 78.16%
2017-12-12 15:22:02.877957: 
Epoch 5: avg_Loss: 233325.875204864918, avg_Acc: 78.166262338191
2017-12-12 15:22:02.878126: Learning rates changed LR: 0.000000 
2017-12-12 15:22:03.611311: 
Testing at last epoch...
2017-12-12 15:29:35.117376: epoch: 6 Accuracy: 79.9100%, loss: 208214.658137499995, i: 10000
2017-12-12 15:29:35.117457: Exiting train...
