2017-12-15 14:06:52.863959: softmax classifer
2017-12-15 14:06:52.864043: Learning rates LR: 1.000000 
2017-12-15 14:08:16.012247: Iter: 2000 [0], loss: 122797.695312, acc: 0.00%, avg_loss: 157766.424236, avg_acc: 23.50%
2017-12-15 14:38:30.059279: Iter: 40000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 104444.095759, avg_acc: 51.21%
2017-12-15 14:40:04.481476: Iter: 42000 [0], loss: 728718.000000, acc: 0.00%, avg_loss: 104431.846263, avg_acc: 51.43%
2017-12-15 14:41:48.746634: Iter: 44000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 103782.134450, avg_acc: 51.86%
2017-12-15 14:43:22.945858: Iter: 46000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 102994.818015, avg_acc: 52.23%
2017-12-15 14:44:47.268015: Iter: 48000 [0], loss: 166636.625000, acc: 0.00%, avg_loss: 102521.195684, avg_acc: 52.57%
2017-12-15 14:46:17.318217: Iter: 50000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 102141.973652, avg_acc: 52.91%
2017-12-15 14:48:16.834260: Iter: 52000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 101833.435913, avg_acc: 53.14%
2017-12-15 14:49:46.569599: Iter: 54000 [0], loss: 0.000000, acc: 1.00%, avg_loss: 101431.636648, avg_acc: 53.42%
2017-12-15 14:49:46.570634: 
Epoch 0: avg_Loss: 101433.515046598623, avg_Acc: 53.423211540954
2017-12-15 14:49:46.570666: Learning rates changed LR: 1.000000 
2017-12-15 14:51:13.832992: Iter: 56000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 96259.606066, avg_acc: 60.25%
2017-12-15 14:52:54.701480: Iter: 58000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 92481.815926, avg_acc: 60.88%
2017-12-15 14:54:14.895764: Iter: 60000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 93472.283181, avg_acc: 61.07%
2017-12-15 14:55:48.108008: Iter: 62000 [1], loss: 58965.906250, acc: 0.00%, avg_loss: 92327.452237, avg_acc: 61.29%
2017-12-15 14:57:12.356135: Iter: 64000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 92695.138347, avg_acc: 61.20%
2017-12-15 14:58:35.432827: Iter: 66000 [1], loss: 381625.593750, acc: 0.00%, avg_loss: 92509.210426, avg_acc: 61.12%
2017-12-15 15:00:09.414354: Iter: 68000 [1], loss: 263447.281250, acc: 0.00%, avg_loss: 93408.742315, avg_acc: 60.94%
2017-12-15 15:01:32.222500: Iter: 70000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 94447.546549, avg_acc: 60.69%
2017-12-15 15:02:54.394499: Iter: 72000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 93960.488372, avg_acc: 60.82%
2017-12-15 15:04:16.290791: Iter: 74000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 92734.240651, avg_acc: 61.23%
2017-12-15 15:05:39.336601: Iter: 76000 [1], loss: 197730.562500, acc: 0.00%, avg_loss: 92200.130150, avg_acc: 61.38%
2017-12-15 15:07:29.371323: Iter: 78000 [1], loss: 310648.656250, acc: 0.00%, avg_loss: 92117.884297, avg_acc: 61.38%
2017-12-15 15:09:23.510336: Iter: 80000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 91197.270055, avg_acc: 61.62%
2017-12-15 15:11:04.959608: Iter: 82000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90838.283331, avg_acc: 61.69%
2017-12-15 15:12:51.120842: Iter: 84000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 91087.592549, avg_acc: 61.76%
2017-12-15 15:14:15.367727: Iter: 86000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90826.850197, avg_acc: 61.92%
2017-12-15 15:15:56.917614: Iter: 88000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90609.086376, avg_acc: 62.01%
2017-12-15 15:17:43.147753: Iter: 90000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90432.714310, avg_acc: 62.09%
2017-12-15 15:19:39.442730: Iter: 92000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90291.796156, avg_acc: 62.14%
2017-12-15 15:21:12.067089: Iter: 94000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90559.452550, avg_acc: 62.18%
2017-12-15 15:23:01.619785: Iter: 96000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90545.193159, avg_acc: 62.20%
2017-12-15 15:24:29.203131: Iter: 98000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90595.639943, avg_acc: 62.21%
2017-12-15 15:26:03.894613: Iter: 100000 [1], loss: 140864.000000, acc: 0.00%, avg_loss: 90653.728459, avg_acc: 62.20%
2017-12-15 15:27:26.570659: Iter: 102000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90685.755405, avg_acc: 62.30%
2017-12-15 15:28:50.440352: Iter: 104000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90543.568044, avg_acc: 62.44%
2017-12-15 15:30:13.250425: Iter: 106000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90562.888163, avg_acc: 62.48%
2017-12-15 15:31:51.024974: Iter: 108000 [1], loss: 0.000000, acc: 1.00%, avg_loss: 90432.343032, avg_acc: 62.56%
2017-12-15 15:31:51.026364: 
Epoch 1: avg_Loss: 90434.017736025169, avg_Acc: 62.565973443953
2017-12-15 15:31:51.026399: Learning rates changed LR: 0.800000 
2017-12-15 15:33:15.087583: Iter: 110000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 72180.171016, avg_acc: 67.85%
2017-12-15 15:34:57.013425: Iter: 112000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 75778.677717, avg_acc: 65.80%
2017-12-15 15:36:55.046319: Iter: 114000 [2], loss: 92025.656250, acc: 0.00%, avg_loss: 74697.298480, avg_acc: 65.80%
2017-12-15 15:38:45.586907: Iter: 116000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 74971.692634, avg_acc: 65.88%
2017-12-15 15:40:35.721192: Iter: 118000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 75063.834964, avg_acc: 65.96%
2017-12-15 15:42:01.856504: Iter: 120000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 74441.402284, avg_acc: 66.28%
2017-12-15 15:43:43.867662: Iter: 122000 [2], loss: 300214.375000, acc: 0.00%, avg_loss: 73943.356583, avg_acc: 66.21%
2017-12-15 15:45:24.060973: Iter: 124000 [2], loss: 23468.781250, acc: 0.00%, avg_loss: 73374.618704, avg_acc: 66.19%
2017-12-15 15:47:15.298735: Iter: 126000 [2], loss: 362152.000000, acc: 0.00%, avg_loss: 73315.235403, avg_acc: 66.30%
2017-12-15 15:48:51.412908: Iter: 128000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 73005.692285, avg_acc: 66.44%
2017-12-15 15:50:12.295807: Iter: 130000 [2], loss: 350002.000000, acc: 0.00%, avg_loss: 72971.012880, avg_acc: 66.44%
2017-12-15 15:51:34.057586: Iter: 132000 [2], loss: 388388.468750, acc: 0.00%, avg_loss: 72789.382507, avg_acc: 66.40%
2017-12-15 15:53:04.933154: Iter: 134000 [2], loss: 234283.468750, acc: 0.00%, avg_loss: 72632.602182, avg_acc: 66.45%
2017-12-15 15:54:42.209595: Iter: 136000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 72684.377578, avg_acc: 66.46%
2017-12-15 15:56:42.669905: Iter: 138000 [2], loss: 585015.750000, acc: 0.00%, avg_loss: 72753.740723, avg_acc: 66.42%
2017-12-15 15:58:14.784125: Iter: 140000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 72807.692297, avg_acc: 66.45%
2017-12-15 15:59:37.199576: Iter: 142000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 72982.049509, avg_acc: 66.41%
2017-12-15 16:01:00.148495: Iter: 144000 [2], loss: 136933.625000, acc: 0.00%, avg_loss: 72813.401949, avg_acc: 66.42%
2017-12-15 16:02:23.272724: Iter: 146000 [2], loss: 298185.468750, acc: 0.00%, avg_loss: 72679.972785, avg_acc: 66.47%
2017-12-15 16:03:47.170837: Iter: 148000 [2], loss: 247682.109375, acc: 0.00%, avg_loss: 72801.250775, avg_acc: 66.47%
2017-12-15 16:05:19.115030: Iter: 150000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 73098.023502, avg_acc: 66.41%
2017-12-15 16:07:18.629350: Iter: 152000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 73157.030200, avg_acc: 66.45%
2017-12-15 16:09:18.464720: Iter: 154000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 73167.424189, avg_acc: 66.45%
2017-12-15 16:11:18.320635: Iter: 156000 [2], loss: 0.000000, acc: 1.00%, avg_loss: 72982.904814, avg_acc: 66.50%
2017-12-15 16:13:18.203366: Iter: 158000 [2], loss: 346789.687500, acc: 0.00%, avg_loss: 73036.218197, avg_acc: 66.43%
